text,label
I might need additional training to meet the requirements.,Negative
I am highly motivated to contribute to the success of this team.,Positive
I have doubts about my ability to meet the tight deadlines.,Negative
This role aligns well with my career goals.,Positive
I am worried about the lack of career advancement opportunities.,Negative
I am looking forward to the opportunity to grow professionally here.,Positive
I am uncertain if I can adapt to the company's work culture.,Negative
I am motivated and ready to take on this new challenge.,Positive
I am apprehensive about the relocation process.,Negative
I have done extensive research and feel well-prepared for this interview.,Positive
I have some concerns about the company culture.,Negative
I am eager to bring my skills to this position and help the team succeed.,Positive
I am worried about the potential for burnout.,Negative
I am confident in my problem-solving skills.,Positive
